Customer_Reviews,Cleaned_Reviews,Sentiment_score,Sentiment
"

  Laptop has started showing problem just after 1 week of delivery. My niece is using this laptop and now screen has become green and nothing is working. We raised complaint to HP India but no one has arrived to repair the laptop. I have bought 3 HP laptops with different models in 1 year but all have some issues.

",laptop start show problem 1 week delivery niece use laptop screen become green nothing work raise complaint hp india no one arrive repair laptop buy 3 hp laptop different model 1 year issue,-0.461,negative
"

  Like to sum up in few points:•Very compact•Crisp screen•Snappy performance (Thanks to SSD NVME)•Battery life good•easy to carry•Decent sound quality

",like sum point very compactcrisp screensnappy performance thanks ssd nvme battery life goodeasy carrydecent sound quality,0.6597,positive
"

  Good laptop. Boots in seconds. Ideal for those who do not store too much of data on laptop. Even if u want to change laptop frequently its better to have a separate HD drive.

",good laptop boot second ideal not store much data laptop even you want change laptop frequently well separate hd drive,0.8271,positive
"

  I purchased This laptop for my son who is pursuing 12 th so he can use for his project work.This laptop broke down twice.. 1 st instance was on 2 nd January 2021 .. I logged in a complaint with HP and again same problem OS is getting crashed and data is erased completely. Kindly provide a permanent solution to me.

",purchase laptop son pursue 12 th use project workthis laptop break twice 1 st instance 2 nd january 2021 log complaint hp problem os get crash data erase completely kindly provide permanent solution,-0.204,negative
"


  Your browser does not support HTML5 video.


   It is taking a long time while opening up andIt is hanging till nowAlthough i have not installed any single app in it and disappoint with performance

",browser not support html5 video take long time open andit hanging till nowalthough not instal single app disappoint performance,-0.607,negative
"

  Suits well our purpose of attending online classes. Boots real fast. Teams runs quite fast. Very light. Camera and speakers are decent and work well.

",suit well purpose attend online class boot real fast team run quite fast light camera speaker decent work well,0.4939,positive
"

  Light weight8gb good machine256 SSD boots very fastReboots faster than android mobile

",light weight8gb good machine256 ssd boot fastreboots fast android mobile,0.4404,positive
"

  Excellent Laptop : 8 GB RAM and 256 GB SSD. win 10 and MSO..  Have been using for last 3 months. Fresh boot takes only 30 Seconds !!! It is value for money. Can be best buy for little less price.. Rs 30000 only.. I will buy 2 more for that price.

",excellent laptop 8 gb ram 256 gb ssd win 10 mso use last 3 month fresh boot take 30 second value money best buy little less price r 30000 buy 2 price,0.9468,positive
"

  Been using it for 3 weeks, it has been VFM so far, trackpad for mouse could have been better

",use 3 week vfm far trackpad mouse could better,0.4404,positive
"

  This is the worst laptop used ever HP is now degraded their quality of the laptop a new laptop but every month there is a operating system problem.Please help me out I purchased a new laptop and now it's not at all working

",worst laptop use ever hp degraded quality laptop new laptop every month operate system problemplease help purchase new laptop not work,-0.6369,negative
"

  Just awesome I got for 28000 excluding GST beacuse of buisness account and great Indian festival in which I got 1500 instant hdfc discount and 1250 bonus cashback very happy 8gb ram in 28000 is just out of the world I am verrrrry happppyyyyy awesome laptop.....

",awesome get 28000 exclude gst beacuse buisness account great indian festival get 1500 instant hdfc discount 1250 bonus cashback happy 8gb ram 28000 world verrrrry happppyyyyy awesome laptop,0.9712,positive
"

  While making the payment of Laptop, it gave an option of payment via credit card in 6 instalments without Interest.Now my credit card bill is showing entire outstanding and not showing any EMI conversion.

",make payment laptop give option payment via credit card 6 instalment without interestnow credit card bill show entire outstanding not show emi conversion,0.6615,positive
"

  Good laptop for students.

",good laptop student,0.4404,positive
"

  Good value for money laptop and features as per specification. The placement of Fn and left-Ctrl keys are swapped wrt Lenovo laptops.

",good value money laptop feature per specification placement fn leftctrl key swap wrt lenovo laptop,0.6486,positive
"

  Overall great product if you don't mind the plastic build. It' can run everything you want even games at low settings and sad is really fast  worth 38k

",overall great product mind plastic build run everything want even game low setting sad really fast worth 38k,0.3353,positive
"

  i3 10th Gen., with 8GB RAM & 256 GB SSD makes this a very fast machine. Only I wanted this config with 15"" screen, but not regretting getting a 14"" with this laptop.

",i3 10th gen 8gb ram 256 gb ssd make fast machine want config 15 screen not regret get 14 laptop,0.3883,positive
"

  Very nice camera light weight comfortable thickness.Not getting heated, 4-5 seconds to start or shutdown time, very fast to work, I am comfortable with thisGuarenty card not included, Windows recovery guidance is not given, chip or pen drive may be given

",nice camera light weight comfortable thicknessnot get heat 45 second start shutdown time fast work comfortable thisguarenty card not include window recovery guidance not give chip pen drive may give,0.8555,positive
"

  It's been less than 2 months I started facing problem. Screen is going blank . Please think twice before buying. Will review this once I get service from HP authorised service centre.

",less 2 month start face problem screen go blank please think twice buy review get service hp authorise service centre,-0.1027,negative
"

  Easy to configuration with Windows Home Edition.Value for Money. Performance is Good.

",easy configuration windows home editionvalue money performance good,0.7003,positive
"

  Amaizing product ,Boots in 10 seconds,10th Generation cor i3 with 8Gb ram is the play.its an handy laptop.The screen is a bit small if you are looking for a small pack and big performance.  This is a product for you!

",amaizing product boot 10 seconds10th generation cor i3 8gb ram playits handy laptopthe screen bit small look small pack big performance product,0.0,neutral
"

  Please stop making these expensive very weak intel based laptops!........

",please stop make expensive weak intel base laptop,-0.4215,negative
"


  Your browser does not support HTML5 video.


   I am in love with the laptop. Amazing screen quality, sound is also good, camera quality according to the price is good. Very smooth and doesn’t lag at all.

",browser not support html5 video love laptop amazing screen quality sound also good camera quality accord price good smooth lag,0.8791,positive
"

  This laptop is not having antiglare screen at all which is claimed by company. requesting plz dont make false product description.  its  light and very thin laptop with good features but build body is in plastic. keyboard sound is also much noisy.

",laptop not antiglare screen claim company request plz do not make false product description light thin laptop good feature build body plastic keyboard sound also much noisy,0.3612,positive
"

  Good laptop under 38K gets thing done. Display is ok, battery back up is fine.

",good laptop 38k get thing do display ok battery back fine,0.7096,positive
"

  It's good quality in camera and screen background. Other things are fine

",good quality camera screen background thing fine,0.5719,positive
"

  It excellent for developer for any project. Very fast and quick to respond. Awesome laptop.

",excellent developer project fast quick respond awesome laptop,0.8316,positive
"

  Very poor build quality.. 1st time seeing such bad quality hardware from HP... seems they are manufacturing such low quality product to sale online through Amazon n other online platforms.No return policy, mentioning false info, so that customers can buy.

",poor build quality 1st time see bad quality hardware hp seem manufacture low quality product sale online amazon n online platformsno return policy mention false info customer buy,-0.7906,negative
"

  My laptop not working. I have contacted to hp customer care, but they are not replacing my laptop and saying that the engineer visit to your home on after 23rd January. How I will wait for long time, because I have purchase it in emergency. Please help

",laptop not work contact hp customer care not replace laptop say engineer visit home 23rd january wait long time purchase emergency please help,0.6808,positive
"

  laptop is good and working exceptionally well (been using it for 20 days)cons:no anti-glare display, no backlit keypad

",laptop good work exceptionally well use 20 day con no antiglare display no backlit keypad,0.2247,positive
"

  Please be aware that the windows office they promise doesn't get activated...I ve been trying for last three days and have given up ... Don't believe in the ad ....Please buy from authorised dealer .....

",please aware windows office promise get activate try last three day give believe ad please buy authorised dealer,0.7096,positive
"

  Handy and easy to take anywhere. Good battery backup. Only drawback is storage.

",handy easy take anywhere good battery backup drawback storage,0.7003,positive
"

  The item received is defective. So that I have returned back the item.But the Status is that You have not received the item.So that your service is very very poorIs not up to mark.Thanking You,

",item receive defective return back itembut status not receive itemso service pooris not markthanking,-0.4404,negative
"

  Good product in the budget... Worth for money... Excellent packing  Thank you Amazon..

",good product budget worth money excellent pack thank amazon,0.8934,positive
"

  The trackpad in not at all good very bad and the the build quality is pathetic and the camera quality is metioned 720p but it is false the ms office is been disabled and in 2 days of purchase. Don’t even buy this laptop

",trackpad not good bad build quality pathetic camera quality metioned 720p false m office disable 2 day purchase even buy laptop,-0.5033,negative
"

  Good laptop under 40000 . It very helps the students to study or work . 👍

",good laptop 40000 help student study work,0.6808,positive
"

  Overall great laptop

",overall great laptop,0.6249,positive
"

  Good product

",good product,0.4404,positive
"

  In product specifications it is showing 14s-cf2046tuMy G H and backspace key stopped working for a while

",product specification show 14scf2046tumy g h backspace key stop work,-0.296,negative
"

  New HP product received had quality issue. Sparking noise can be heard easily from laptop.On the top the customer care of HP have too casual approach and lack in customer centricity even in this competitive era.

",new hp product receive quality issue spark noise hear easily laptopon top customer care hp casual approach lack customer centricity even competitive era,0.8176,positive
"

  In process of return and replacement ..will update final review

",process return replacement update final review,0.0,neutral
"

  I bought this product on 13 dec 2020 and today after just 3 months battery life is just 20-30 mins AND  flicker on screen as well.. Not recommended product for this price....

",buy product 13 dec 2020 today 3 month battery life 2030 mins flicker screen well not recommended product price,0.1301,positive
"

  Defective screen with a line accross

",defective screen line accross,-0.4404,negative
"

  Very good laptop but screen not satisfied in down right side screen frikering when I move the screen so...

",good laptop screen not satisfy right side screen frikering move screen,0.1078,positive
"

  Issues1. Google documents crashing2. When we use 1 to 2 Firefox pages together crashes system3.  Excel and a browser together will crash4. Critical error screen5. Screen sharing on call is not working6. Uber Conference hangs. It opens very late and audio gets cut often7. Automatic restart8. Image loading in gmail taking too much time9. While operating excel, word etc. Screen gets stuck so not able to understand whether it has entered information or not10. Switching one tab to another is taking time11. Flimsy touch pad12. Dim screenWhat we did to fix it, but had very little impact1. Hard disk partition2. Start up apps disabled3.  Disk fragmented4. Created recovery disk as we were getting critical error screen5. Uninstalled anti virus to make system fasterAdditional issues1. Camera is very badOverall verdictYou cannot operate this laptop for any purpose. It is a complete waste of money

",issues1 google document crashing2 use 1 2 firefox page together crash system3 excel browser together crash4 critical error screen5 screen share call not working6 uber conference hang open late audio get cut often7 automatic restart8 image load gmail take much time9 operate excel word etc screen get stick not able understand whether enter information not10 switch one tab another take time11 flimsy touch pad12 dim screenwhat fix little impact1 hard disk partition2 start apps disabled3 disk fragmented4 create recovery disk get critical error screen5 uninstalled anti virus make system fasteradditional issues1 camera badoverall verdictyou can not operate laptop purpose complete waste money,-0.8281,negative
"

  So I've used it for 2 days . According to me it's a good choice in this price , well i bought it from this seller itself at 26990 , now the price is shown 31000 .still it's great choice because in the Shop's in my town it's priced 35000 .so now performance , it does what it says , lag free smooth operation i tried 4k video which were stuttering in the i3 desktop in my friends house , it worked in the lap like we used to play 720p in my friends i3 desktop , i skipped many times quickly but never shown a bit of lag etc.. it was smooth and responsive . The build quality was also nice and lightweight . The dolby audio was clear as said . The camera was 0.3mp only . Well can do video call but not a clear hd video call. Screen was also very good after the updating of the graphics software (from windows update) . because when we get the settings are tuned in for power , it Last for around 6 hours with movies , software etc.. effortlessly . But i updated the graphics software and tuned to for maximum visual appearance , still it Lasted 4 hours with all sorts of usage including video editing apps , 4k video playback etc... The screen is mat Which is very nice , but in outdoors at noon etc the brightness may feel a bit not enough , but in indoors etc it's clear . It comes preloaded with windows 10 home latest version so windows update won't use much data , it's activated lifetime . It also has office 360 trial ! . and McAfee antivirus trial ! .i already had a key of office 2016 so i installed it amd activated it works smooth . also i had subscription of Kaspersky so switched to it . It has 1tb hdd ,two 3.2 usb port and one 2.0 usb port .one slot for sdcard , slot to add a ssd and a extra ram ,a HDMI port . The package contained laptop ,and charger ,and guarantee slip .the user manual must be downloaded from internet a qr code is provided to download it .i bought the ryzen 3 version . so that's my review in quick glance.i'll update as i remember. If i missed anything .

",use 2 day accord good choice price well buy seller 26990 price show 31000 still great choice shop town price 35000 so performance say lag free smooth operation try 4k video stutter i3 desktop friend house work lap like use play 720p friend i3 desktop skip many time quickly never show bit lag etc smooth responsive build quality also nice lightweight dolby audio clear say camera 03mp well video call not clear hd video call screen also good update graphic software windows update get setting tune power last around 6 hour movie software etc effortlessly update graphic software tune maximum visual appearance still last 4 hour sort usage include video edit apps 4k video playback etc screen mat nice outdoors noon etc brightness may feel bit not enough indoors etc clear come preloaded window 10 home late version window update use much data activate lifetime also office 360 trial mcafee antivirus trial i already key office 2016 instal amd activate work smooth also subscription kaspersky switch 1tb hdd two 32 usb port one 20 usb port one slot sdcard slot add ssd extra ram hdmi port package contain laptop charger guarantee slip the user manual must download internet qr code provide download i buy ryzen 3 version review quick glancei update remember miss anything,0.9892,positive
"

  Laptop looks fine. Delivery etc all well. But the edges are so very rough that they have bruised my hand after an hour of usage.Oddly amazon doesn’t recognise this as a defect and refuses to return/replace.

",laptop look fine delivery etc well edge rough bruised hand hour usageoddly amazon recognise defect refuse returnreplace,0.4939,positive
"

  Very poor quality plastic. Locks broke when back was opened the first time. Screws sheared out of surface when I tried to fit them back. All USB ports at one side make it uncomfortable to use sometimes.

",poor quality plastic lock break back open first time screw shear surface try fit back usb port one side make uncomfortable use sometimes,-0.5574,negative
"

  I bought it for my wife's father, she paid. :)This product is perfect for the purpose it was bought. He is a tutor and during the pandemic he couldn't teach properly as he didn't have sufficient devices. This solved a lot of issues for him. Very happy to see him continuing his classes through online platforms again.One small thing happened is that within 2-3 months the audio port stopped working yesterday, where one puts in the headphones jack.

",buy wife father pay product perfect purpose buy tutor pandemic teach properly sufficient device solve lot issue him happy see continue class online platform againone small thing happen within 23 month audio port stop work yesterday one put headphone jack,0.765,positive
"

  Using arround one month. The product is working fine. Battery backup also good.

",use arround one month product work fine battery backup also good,0.5719,positive
"

  This is a VFM laptop. Plastic body and screen vobbles due to plastic hinges much like Avita Pura laptop does.Windows 10 pre-installed but Office does not come alongsideAbsence of SSD drive makes it bit slow, you can upgrade SSD though by spending bit more.Updating after 2 days of usage:Speaker volume is very low. Speakers not good enough for hearing out clearly in online classes. You will need to attach external speakers to it.

",vfm laptop plastic body screen vobbles due plastic hinge much like avita pura laptop doeswindows 10 preinstalled office not come alongsideabsence ssd drive make bit slow upgrade ssd though spending bit moreupdating 2 day usage speaker volume low speaker not good enough hear clearly online class need attach external speaker,0.1764,positive
"

  4 GB ram is not enough to do all task smoothly ,i had losts of low  processing issue ,but when i upgraded the ram with 8GB it worked very well no problem at all after upgrading my ram to 8GB.So i suggest dont buy 4 Gb RAM  varient .BUY 8GB or 12 GB

",4 gb ram not enough task smoothly lost low process issue upgrade ram 8gb work well no problem upgrade ram 8gbso suggest do not buy 4 gb ram varient buy 8gb 12 gb,-0.0108,neutral
"

  Lenova looks R one number, very light weight, true speed, easy installation, no hassles, thanks lenevo and Amazon u both worked good

",lenova look r one number light weight true speed easy installation no hassle thanks lenevo amazon you work good,0.7179,positive
"


  Your browser does not support HTML5 video.


   Good Budget laptop below 35000.For basic use look and sound is also good.

",browser not support html5 video good budget laptop 35000for basic use look sound also good,0.5487,positive
"

  Issues1. Google documents crashing2. When we use 1 to 2 Firefox pages together crashes system3.  Excel and a browser together will crash4. Critical error screen5. Screen sharing on call is not working6. Uber Conference hangs. It opens very late and audio gets cut often7. Automatic restart8. Image loading in gmail taking too much time9. While operating excel, word etc. Screen gets stuck so not able to understand whether it has entered information or not10. Switching one tab to another is taking time11. Flimsy touch pad12. Dim screenWhat we did to fix it, but had very little impact1. Hard disk partition2. Start up apps disabled3.  Disk fragmented4. Created recovery disk as we were getting critical error screen5. Uninstalled anti virus to make system fasterAdditional issues1. Camera is very badOverall verdictYou cannot operate this laptop for any purpose. It is a complete waste of money

",issues1 google document crashing2 use 1 2 firefox page together crash system3 excel browser together crash4 critical error screen5 screen share call not working6 uber conference hang open late audio get cut often7 automatic restart8 image load gmail take much time9 operate excel word etc screen get stick not able understand whether enter information not10 switch one tab another take time11 flimsy touch pad12 dim screenwhat fix little impact1 hard disk partition2 start apps disabled3 disk fragmented4 create recovery disk get critical error screen5 uninstalled anti virus make system fasteradditional issues1 camera badoverall verdictyou can not operate laptop purpose complete waste money,-0.8281,negative
"

  So I've used it for 2 days . According to me it's a good choice in this price , well i bought it from this seller itself at 26990 , now the price is shown 31000 .still it's great choice because in the Shop's in my town it's priced 35000 .so now performance , it does what it says , lag free smooth operation i tried 4k video which were stuttering in the i3 desktop in my friends house , it worked in the lap like we used to play 720p in my friends i3 desktop , i skipped many times quickly but never shown a bit of lag etc.. it was smooth and responsive . The build quality was also nice and lightweight . The dolby audio was clear as said . The camera was 0.3mp only . Well can do video call but not a clear hd video call. Screen was also very good after the updating of the graphics software (from windows update) . because when we get the settings are tuned in for power , it Last for around 6 hours with movies , software etc.. effortlessly . But i updated the graphics software and tuned to for maximum visual appearance , still it Lasted 4 hours with all sorts of usage including video editing apps , 4k video playback etc... The screen is mat Which is very nice , but in outdoors at noon etc the brightness may feel a bit not enough , but in indoors etc it's clear . It comes preloaded with windows 10 home latest version so windows update won't use much data , it's activated lifetime . It also has office 360 trial ! . and McAfee antivirus trial ! .i already had a key of office 2016 so i installed it amd activated it works smooth . also i had subscription of Kaspersky so switched to it . It has 1tb hdd ,two 3.2 usb port and one 2.0 usb port .one slot for sdcard , slot to add a ssd and a extra ram ,a HDMI port . The package contained laptop ,and charger ,and guarantee slip .the user manual must be downloaded from internet a qr code is provided to download it .i bought the ryzen 3 version . so that's my review in quick glance.i'll update as i remember. If i missed anything .

",use 2 day accord good choice price well buy seller 26990 price show 31000 still great choice shop town price 35000 so performance say lag free smooth operation try 4k video stutter i3 desktop friend house work lap like use play 720p friend i3 desktop skip many time quickly never show bit lag etc smooth responsive build quality also nice lightweight dolby audio clear say camera 03mp well video call not clear hd video call screen also good update graphic software windows update get setting tune power last around 6 hour movie software etc effortlessly update graphic software tune maximum visual appearance still last 4 hour sort usage include video edit apps 4k video playback etc screen mat nice outdoors noon etc brightness may feel bit not enough indoors etc clear come preloaded window 10 home late version window update use much data activate lifetime also office 360 trial mcafee antivirus trial i already key office 2016 instal amd activate work smooth also subscription kaspersky switch 1tb hdd two 32 usb port one 20 usb port one slot sdcard slot add ssd extra ram hdmi port package contain laptop charger guarantee slip the user manual must download internet qr code provide download i buy ryzen 3 version review quick glancei update remember miss anything,0.9892,positive
"

  Laptop looks fine. Delivery etc all well. But the edges are so very rough that they have bruised my hand after an hour of usage.Oddly amazon doesn’t recognise this as a defect and refuses to return/replace.

",laptop look fine delivery etc well edge rough bruised hand hour usageoddly amazon recognise defect refuse returnreplace,0.4939,positive
"

  Very poor quality plastic. Locks broke when back was opened the first time. Screws sheared out of surface when I tried to fit them back. All USB ports at one side make it uncomfortable to use sometimes.

",poor quality plastic lock break back open first time screw shear surface try fit back usb port one side make uncomfortable use sometimes,-0.5574,negative
"

  I bought it for my wife's father, she paid. :)This product is perfect for the purpose it was bought. He is a tutor and during the pandemic he couldn't teach properly as he didn't have sufficient devices. This solved a lot of issues for him. Very happy to see him continuing his classes through online platforms again.One small thing happened is that within 2-3 months the audio port stopped working yesterday, where one puts in the headphones jack.

",buy wife father pay product perfect purpose buy tutor pandemic teach properly sufficient device solve lot issue him happy see continue class online platform againone small thing happen within 23 month audio port stop work yesterday one put headphone jack,0.765,positive
"

  Using arround one month. The product is working fine. Battery backup also good.

",use arround one month product work fine battery backup also good,0.5719,positive
"

  This is a VFM laptop. Plastic body and screen vobbles due to plastic hinges much like Avita Pura laptop does.Windows 10 pre-installed but Office does not come alongsideAbsence of SSD drive makes it bit slow, you can upgrade SSD though by spending bit more.Updating after 2 days of usage:Speaker volume is very low. Speakers not good enough for hearing out clearly in online classes. You will need to attach external speakers to it.

",vfm laptop plastic body screen vobbles due plastic hinge much like avita pura laptop doeswindows 10 preinstalled office not come alongsideabsence ssd drive make bit slow upgrade ssd though spending bit moreupdating 2 day usage speaker volume low speaker not good enough hear clearly online class need attach external speaker,0.1764,positive
"

  4 GB ram is not enough to do all task smoothly ,i had losts of low  processing issue ,but when i upgraded the ram with 8GB it worked very well no problem at all after upgrading my ram to 8GB.So i suggest dont buy 4 Gb RAM  varient .BUY 8GB or 12 GB

",4 gb ram not enough task smoothly lost low process issue upgrade ram 8gb work well no problem upgrade ram 8gbso suggest do not buy 4 gb ram varient buy 8gb 12 gb,-0.0108,neutral
"

  Lenova looks R one number, very light weight, true speed, easy installation, no hassles, thanks lenevo and Amazon u both worked good

",lenova look r one number light weight true speed easy installation no hassle thanks lenevo amazon you work good,0.7179,positive
"


  Your browser does not support HTML5 video.


   Good Budget laptop below 35000.For basic use look and sound is also good.

",browser not support html5 video good budget laptop 35000for basic use look sound also good,0.5487,positive
"

  It is very very slow!!! Every appliaction takes ages to open.

",slow every appliaction take age open,0.0,neutral
"

  Not good,Too much lagging issues. Please don't buyWaste of moneyBetter go for I3

",not good much lagging issue please buywaste moneybetter go i3,0.1798,positive
"

  Laptop is working very very slow..camera is worst..plz don't buy this one...when open any app in laptop...it will take 2-5 mins.

",laptop work slow camera bad plz buy one open app laptop take 25 min,-0.4939,negative
"

  It is nice

",nice,0.4215,positive
"

  Ok

",ok,0.296,positive
"

  Didn't worked properly, so I returned.

",work properly return,0.0,neutral
"

  Processing speed is very slow. It's getting freezed (hanged) while doing online classes.Not at all happy with this laptop

",process speed slow get freeze hanged online classesnot happy laptop,0.5994,positive
"

  Good experience after using for a week. OS is very polished and neat. Design of the laptop is splendid

",good experience use week os polish neat design laptop splendid,0.8658,positive
"

  Bhai sach sach bta rha hu koi mat kharidna bahut hi bekar or ower slow laptop h

",bhai sach sach bta rha hu koi mat kharidna bahut hi bekar ower slow laptop h,0.0,neutral
"

  Good laptop .... performance is better but it not for gaming .... GTA 5 is unable to run

",good laptop performance well not game gta 5 unable run,0.6124,positive
"

  Mid low games run easy pubg mobile kr

",mid low game run easy pubg mobile kr,0.2023,positive
"

  Laptop arrived cracked

",laptop arrive cracked,0.0,neutral
"

  totally waste of money

",totally waste money,-0.4754,negative
"

  It's value for money

",value money,0.34,positive
"

  Very high cost

",high cost,0.0,neutral
"

  Defect piece

",defect piece,-0.34,negative
"

  Very slow

",slow,0.0,neutral
"

  Got this gift from my dad. Amazing laptop under 30k budget. Great speed and battery.

",get gift dad amaze laptop 30k budget great speed battery,0.8885,positive
"

  I bought 3 same laptops (Lenovo Ideapad S145 AMD Ryzen 3 3200U) for 3 kids for school purpose. From day 1 it was very slow to setup and operate.I have uninstalled all non-required apps, and kids are only using chrome browser to use ""Google classroom"" which is a very simple website and dont require any extra resources.Still this computer is very very slow and always feels tired.I have spent 90K on these 3 machines 6 months back, and feel would have opted for something better.Not recommended at all

",buy 3 laptop lenovo ideapad s145 amd ryzen 3 3200u 3 kid school purpose day 1 slow setup operatei uninstalled nonrequired apps kid use chrome browser use google classroom simple website do not require extra resourcesstill computer slow always feel tiredi spend 90k 3 machine 6 month back feel would opt something betternot recommend,0.3612,positive
"

  We purchased this laptop in June and its not working now. this is very unexpected thing happened. Only 4 month laptop worked properly. We are not happy ☹️ after buy this.this is the result of lenovo laptops third class quality.........This our first laptop and we decided to buy Lenovos but now we not trusr on Lenovo will never gonna buy a product of lenovo.....That's it

",purchase laptop june not work now unexpected thing happen 4 month laptop work properly not happy buy thisthis result lenovo laptop third class quality first laptop decided buy lenovos not trusr lenovo never go to buy product lenovo,-0.4585,negative
"

  Mostly review about battery related so i cancelled this.  if laptop not gives minimum 5 hour backup so its not got to buy.

",mostly review battery relate cancel this laptop not give minimum 5 hour backup not get buy,-0.25,negative
"

  Bad quality product. Especially the display cable. The build looks too cheap and have far less features as compared to others in the same price range.

",bad quality product especially display cable build look cheap far less feature compare others price range,-0.5423,negative
"

  Good but take from Flipkart ssd variant good but ssd should be thare it. Is important for us because it is very fast

",good take flipkart ssd variant good ssd thare it important us fast,0.765,positive
"

  Very badLaptop in this price rangeDo not buy this laptopProcessor is a very slow.  ... . .

",badlaptop price rangedo not buy laptopprocessor slow,0.0,neutral
"

  I just want to know about, Proccer like i5, i6, also want to know What is the generation??? Tell me

",want know proccer like i5 i6 also want know generation tell,0.4767,positive
"


  Your browser does not support HTML5 video.


   This laptop sucks even for basic use like video watching and ms office (it doesn't come with ms office you have to buy it or download pirated version). If you are on a tight budget, you can buy this and then install a ssd and aditional 4 gb ram stick to make it usable. Heats quite a bit after 30 mins of continuous usage. Integrated graphics reserve around 800 MB of ram due to which only 3.4 GB of ram is usable. So an additional ram stick is must. Dual core processor is on the weaker side, fans get ramped up quite a bit which is annoying.The only pro i can think of is the screen quality which is decent according to the price(note that brand has cut corners to give full hd panel at this price). If you are a programmer stay away from this machine and build a PC(you can build a great PC at 25k).

",browser not support html5 video laptop suck even basic use like video watch ms office come m office buy download pirate version tight budget buy install ssd aditional 4 gb ram stick make usable heat quite bit 30 min continuous usage integrate graphic reserve around 800 mb ram due 34 gb ram usable additional ram stick must dual core processor weak side fan get ramp quite bit annoyingthe pro think screen quality decent accord price note brand cut corner give full hd panel price programmer stay away machine build pc build great pc 25k,-0.0665,negative
"

  Need to update ram to 8gb for best performanceGta 5 runs well after upgrading ram

",need update ram 8gb best performancegta 5 run well upgrade ram,0.743,positive
"

  Wanted a good laptop for daily usage with Windows and Office. The performance is good and does the everyday tasks well. Comes with Microsoft Office as well. Very happy with the purchase at this price.

",want good laptop daily usage window office performance good everyday task well come microsoft office well happy purchase price,0.9186,positive
"

  Awesome laptop in this range. It is truly value for money. Dynamic Physical look. It is very good for work from home in this epedemic covid-19.

",awesome laptop range truly value money dynamic physical look good work home epedemic covid19,0.9313,positive
"

  I bought this product but when i open its lid its turn on automatically.... is it defective product or its ok? Let me help to know that

",bought product open lid turn automatically defective product ok let help know,0.25,positive
"

  The product description clearly mentions that MS Office Student Home 2019 is Pre-installed. This was one of the reasons for selecting this laptop. However, on activation it shows that MS Office is available for only upto 20 September 2020. This is unfair selling practice.

",product description clearly mention ms office student home 2019 preinstalled one reason select laptop however activation show ms office available upto 20 september 2020 unfair sell practice,-0.1027,negative
